Date;Stock_Price;Shares;Equity;Debt;Asset
1996-05-02;236.95;11.515;2728.47925;5358;8086.47925
1996-05-03;234.419;11.515;2699.334785;5358;8057.334785
1996-05-06;235.587;11.515;2712.784305;5358;8070.784305
1996-05-07;239.481;11.515;2757.623715;5358;8115.623715
1996-05-08;237.534;11.515;2735.20401;5358;8093.20401
1996-05-09;236.561;11.515;2723.999915;5358;8081.999915
1996-05-10;239.481;11.515;2757.623715;5358;8115.623715
1996-05-13;236.366;11.515;2721.75449;5358;8079.75449
1996-05-14;235.003;11.515;2706.059545;5358;8064.059545
1996-05-15;236.171;11.515;2719.509065;5358;8077.509065
1996-05-16;238.313;11.515;2744.174195;5358;8102.174195
1996-05-17;240.455;11.515;2768.839325;5358;8126.839325
1996-05-20;239.481;11.515;2757.623715;5358;8115.623715
1996-05-21;243.375;11.515;2802.463125;5358;8160.463125
1996-05-22;246.491;11.515;2838.343865;5358;8196.343865
1996-05-23;251.163;11.515;2892.141945;5358;8250.141945
1996-05-24;248.243;11.515;2858.518145;5358;8216.518145
1996-05-28;248.243;11.515;2858.518145;5358;8216.518145
1996-05-29;243.375;11.515;2802.463125;5358;8160.463125
1996-05-30;238.508;11.515;2746.41962;5358;8104.41962
1996-05-31;240.455;11.515;2768.839325;5358;8126.839325
1996-06-03;241.428;11.515;2780.04342;5358;8138.04342
1996-06-04;240.455;11.515;2768.839325;5358;8126.839325
1996-06-05;242.986;11.515;2797.98379;5358;8155.98379
1996-06-06;249.216;11.515;2869.72224;5358;8227.72224
1996-06-07;247.269;11.515;2847.302535;5358;8205.302535
1996-06-10;247.269;11.515;2847.302535;5358;8205.302535
1996-06-11;244.349;11.515;2813.678735;5358;8171.678735
1996-06-12;246.296;11.515;2836.09844;5358;8194.09844
1996-06-13;246.491;11.515;2838.343865;5358;8196.343865
1996-06-14;246.296;11.515;2836.09844;5358;8194.09844
1996-06-17;243.375;11.515;2802.463125;5358;8160.463125
1996-06-18;234.809;11.515;2703.825635;5358;8061.825635
1996-06-19;236.561;11.515;2723.999915;5358;8081.999915
1996-06-20;237.145;11.515;2730.724675;5358;8088.724675
1996-06-21;236.171;11.515;2719.509065;5358;8077.509065
1996-06-24;234.224;11.515;2697.08936;5358;8055.08936
1996-06-25;232.083;11.515;2672.435745;5358;8030.435745
1996-06-26;236.561;11.515;2723.999915;5358;8081.999915
1996-06-27;235.587;11.515;2712.784305;5358;8070.784305
1996-06-28;235.782;11.515;2715.02973;5358;8073.02973
1996-07-01;231.693;11.515;2667.944895;5358;8025.944895
1996-07-02;230.136;11.515;2650.01604;5358;8008.01604
1996-07-03;226.826;11.515;2611.90139;5358;7969.90139
1996-07-04;230.525;11.515;2654.495375;5358;8012.495375
1996-07-05;230.525;11.515;2654.495375;5358;8012.495375
1996-07-08;230.136;11.515;2650.01604;5358;8008.01604
1996-07-09;229.746;11.515;2645.52519;5358;8003.52519
1996-07-10;230.72;11.515;2656.7408;5358;8014.7408
1996-07-11;233.64;11.515;2690.3646;5358;8048.3646
1996-07-12;232.083;11.515;2672.435745;5358;8030.435745
1996-07-15;231.693;11.515;2667.944895;5358;8025.944895
1996-07-16;228.773;11.515;2634.321095;5358;7992.321095
1996-07-17;221.958;11.515;2555.84637;5358;7913.84637
1996-07-18;219.038;11.515;2522.22257;5358;7880.22257
1996-07-19;219.038;11.515;2522.22257;5358;7880.22257
1996-07-22;212.223;11.515;2443.747845;5358;7801.747845
1996-07-23;208.329;11.515;2398.908435;5358;7756.908435
1996-07-24;200.541;11.515;2309.229615;5358;7667.229615
1996-07-25;204.435;11.515;2354.069025;5358;7712.069025
1996-07-26;210.666;11.515;2425.81899;5358;7783.81899
1996-07-29;209.303;11.515;2410.124045;5358;7768.124045
1996-07-30;208.329;11.515;2398.908435;5358;7756.908435
1996-07-31;208.329;11.515;2398.908435;5358;7756.908435
1996-08-01;110.7115;11.515;1274.842923;5358;6632.842923
1996-08-02;218.843;11.515;2519.977145;5358;7877.977145
1996-08-05;220.595;11.515;2540.151425;5358;7898.151425
1996-08-06;223.711;11.515;2576.032165;5358;7934.032165
1996-08-07;223.711;11.515;2576.032165;5358;7934.032165
1996-08-08;220.011;11.515;2533.426665;5358;7891.426665
1996-08-09;216.117;11.515;2488.587255;5358;7846.587255
1996-08-12;219.622;11.515;2528.94733;5358;7886.94733
1996-08-13;219.817;11.515;2531.192755;5358;7889.192755
1996-08-14;216.896;11.515;2497.55744;5358;7855.55744
1996-08-15;217.87;11.515;2508.77305;5358;7866.77305
1996-08-16;217.091;11.515;2499.802865;5358;7857.802865
1996-08-19;214.17;11.515;2466.16755;5358;7824.16755
1996-08-20;210.276;11.515;2421.32814;5358;7779.32814
1996-08-21;206.577;11.515;2378.734155;5358;7736.734155
1996-08-22;214.17;11.515;2466.16755;5358;7824.16755
1996-08-23;215.144;11.515;2477.38316;5358;7835.38316
1996-08-26;217.286;11.515;2502.04829;5358;7860.04829
1996-08-27;216.701;11.515;2495.312015;5358;7853.312015
1996-08-28;214.949;11.515;2475.137735;5358;7833.137735
1996-08-29;212.223;11.515;2443.747845;5358;7801.747845
1996-08-30;213.586;11.515;2459.44279;5358;7817.44279
1996-09-02;211.445;11.515;2434.789175;5358;7792.789175
1996-09-03;209.108;11.515;2407.87862;5358;7765.87862
1996-09-04;207.356;11.515;2387.70434;5358;7745.70434
1996-09-05;207.356;11.515;2387.70434;5358;7745.70434
1996-09-06;205.603;11.515;2367.518545;5358;7725.518545
1996-09-09;201.515;11.515;2320.445225;5358;7678.445225
1996-09-10;199.568;11.515;2298.02552;5358;7656.02552
1996-09-11;205.019;11.515;2360.793785;5358;7718.793785
1996-09-12;207.356;11.515;2387.70434;5358;7745.70434
1996-09-13;208.329;11.515;2398.908435;5358;7756.908435
1996-09-16;207.161;11.515;2385.458915;5358;7743.458915
1996-09-17;206.188;11.515;2374.25482;5358;7732.25482
1996-09-18;204.435;11.515;2354.069025;5358;7712.069025
1996-09-19;204.435;11.515;2354.069025;5358;7712.069025
1996-09-20;204.241;11.515;2351.835115;5358;7709.835115
1996-09-23;201.515;11.515;2320.445225;5358;7678.445225
1996-09-24;199.957;11.515;2302.504855;5358;7660.504855
1996-09-25;201.515;11.515;2320.445225;5358;7678.445225
1996-09-26;202.488;11.515;2331.64932;5358;7689.64932
1996-09-27;200.347;11.515;2306.995705;5358;7664.995705
1996-09-30;200.736;11.515;2311.47504;5358;7669.47504
1996-10-01;203.851;11.515;2347.344265;5358;7705.344265
1996-10-02;204.046;11.515;2349.58969;5358;7707.58969
1996-10-03;208.135;11.515;2396.674525;5358;7754.674525
1996-10-04;210.666;11.515;2425.81899;5358;7783.81899
1996-10-07;209.303;11.515;2410.124045;5358;7768.124045
1996-10-08;207.551;11.515;2389.949765;5358;7747.949765
1996-10-09;208.329;11.515;2398.908435;5358;7756.908435
1996-10-10;210.082;11.515;2419.09423;5358;7777.09423
1996-10-11;210.276;11.515;2421.32814;5358;7779.32814
1996-10-14;209.303;11.515;2410.124045;5358;7768.124045
1996-10-15;208.329;11.515;2398.908435;5358;7756.908435
1996-10-16;203.462;11.515;2342.86493;5358;7700.86493
1996-10-17;203.072;11.515;2338.37408;5358;7696.37408
1996-10-18;198.01;11.515;2280.08515;5358;7638.08515
1996-10-21;194.895;11.515;2244.215925;5358;7602.215925
